model,reference_trajectory,anchor,branch,prediction_step,valid,predicted_mean_x_m,predicted_mean_y_m,actual_x_m,actual_y_m,euclidean_error_mm
flow_matching,test_c03_side+1,0,13,4,1,-0.019536590669304132,-0.6227887291461229,-0.0173491258174181,-0.6247346997261047,2.927764330746501
flow_matching,test_c03_side+1,0,13,5,1,-0.0324213111307472,-0.628220709040761,-0.03094085119664669,-0.6281477212905884,1.4822580167272306
flow_matching,test_c03_side+1,0,13,6,1,-0.045678610098548234,-0.6294560916721821,-0.04899249225854874,-0.6373370885848999,8.549381691598368
flow_matching,test_c03_side+1,0,14,1,1,-0.0019828370309369348,-0.6380756795406342,-0.002021661726757884,-0.6382154226303101,0.14503616141416867
flow_matching,test_c03_side+1,0,14,2,1,-0.006454118367400952,-0.6162646114826202,-0.007143442053347826,-0.6178300976753235,1.7105303749281662
flow_matching,test_c03_side+1,0,14,3,1,-0.01397285467828624,-0.5927619338035583,-0.015182164497673512,-0.594825804233551,2.392068433608167
flow_matching,test_c03_side+1,0,14,4,1,-0.0244994763052091,-0.5677716322243214,-0.026089876890182495,-0.5710879564285278,3.6779587066862742
flow_matching,test_c03_side+1,0,14,5,1,-0.035120663000270724,-0.5447017475962639,-0.039870116859674454,-0.547292172908783,5.409955199661502
flow_matching,test_c03_side+1,0,14,6,1,-0.04834075062535703,-0.5194863118231297,-0.05654432997107506,-0.5237568020820618,9.248556705406822
flow_matching,test_c03_side+1,0,15,1,1,-0.0029070196178508922,-0.6529156919568777,-0.0027241772040724754,-0.6534771919250488,0.5905197393250172
flow_matching,test_c03_side+1,0,15,2,1,-0.009840365353738889,-0.6627767588943243,-0.009973512031137943,-0.6627305150032043,0.14094869693729786
flow_matching,test_c03_side+1,0,15,3,1,-0.021479362272657454,-0.6787648722529411,-0.02171248011291027,-0.6777145862579346,1.075845992115535
flow_matching,test_c03_side+1,0,15,4,1,-0.03652620787033811,-0.6996634602546692,-0.03790510445833206,-0.6983834505081177,1.8814305067283847
flow_matching,test_c03_side+1,0,15,5,1,-0.05513817525934428,-0.7243162672966719,-0.05851604416966438,-0.7246919870376587,3.3987002955651042
flow_matching,test_c03_side+1,0,15,6,1,-0.07972027244977653,-0.7500988263636827,-0.08351040631532669,-0.7565957307815552,7.521627598715619
flow_matching,test_c03_side+1,1,0,1,1,0.21071677515283227,0.17378021217882633,0.2105889618396759,0.17372867465019226,0.1378127710980194
flow_matching,test_c03_side+1,1,0,2,1,0.19216780923306942,0.19745094375684857,0.19195157289505005,0.19750156998634338,0.22208369817005674
flow_matching,test_c03_side+1,1,0,3,1,0.17153017409145832,0.22194458590820432,0.17150446772575378,0.22192183136940002,0.034330544329087304
flow_matching,test_c03_side+1,1,0,4,1,0.1489022970199585,0.24718166515231133,0.1494276225566864,0.24714674055576324,0.5264851821110523
flow_matching,test_c03_side+1,1,0,5,1,0.12534379726275802,0.27381202206015587,0.12593887746334076,0.2733512818813324,0.7525968093925733
flow_matching,test_c03_side+1,1,0,6,1,0.10129402787424624,0.30127485003322363,0.10129816085100174,0.3007206618785858,0.5542035657028261
flow_matching,test_c03_side+1,1,1,1,1,0.21002480573952198,0.17199935857206583,0.2100435495376587,0.1717938631772995,0.20634846071332802
flow_matching,test_c03_side+1,1,1,2,1,0.1905010063201189,0.19266913831233978,0.19036276638507843,0.19236518442630768,0.3339135284381452
flow_matching,test_c03_side+1,1,1,3,1,0.1683291234076023,0.2137664337642491,0.16858242452144623,0.2132791131734848,0.5492201857701703
flow_matching,test_c03_side+1,1,1,4,1,0.14458021707832813,0.23615507734939456,0.1449560523033142,0.23500628769397736,1.2087058321750221
flow_matching,test_c03_side+1,1,1,5,1,0.12022186373360455,0.25895626842975616,0.1197434589266777,0.25788143277168274,1.176496005584739
flow_matching,test_c03_side+1,1,1,6,1,0.09547020215541124,0.2822335213422775,0.09324115514755249,0.2822064757347107,2.2292110775188427
flow_matching,test_c03_side+1,1,2,1,1,0.2096348199993372,0.1698697148822248,0.20951908826828003,0.16988283395767212,0.11647293125048817
flow_matching,test_c03_side+1,1,2,2,1,0.1892377040348947,0.18792632035911083,0.1888391375541687,0.18725532293319702,0.780443966689007
flow_matching,test_c03_side+1,1,2,3,1,0.1657793214544654,0.20564539544284344,0.16576503217220306,0.20456872880458832,1.0767614561819865
flow_matching,test_c03_side+1,1,2,4,1,0.14035395998507738,0.2243149420246482,0.14059750735759735,0.22256121039390564,1.7705620450377626
flow_matching,test_c03_side+1,1,2,5,1,0.11409500520676374,0.24344593938440084,0.11360348761081696,0.24168121814727783,1.8318926256411117
flow_matching,test_c03_side+1,1,2,6,1,0.08689847541972995,0.2630166709423065,0.0850687175989151,0.26229768991470337,1.9659469476276266
flow_matching,test_c03_side+1,1,3,1,1,0.21080412296578288,0.17495362786576152,0.21101245284080505,0.1751956194639206,0.319313749165828
flow_matching,test_c03_side+1,1,3,2,1,0.19326986698433757,0.2011470627039671,0.1931876689195633,0.20137062668800354,0.23819608899157851
flow_matching,test_c03_side+1,1,3,3,1,0.17338763969019055,0.2283118311315775,0.17376457154750824,0.22835497558116913,0.3793930265457257
flow_matching,test_c03_side+1,1,3,4,1,0.15194040443748236,0.25619092117995024,0.15284164249897003,0.2560275197029114,0.9159312671661247
flow_matching,test_c03_side+1,1,3,5,1,0.12949827406555414,0.28425439912825823,0.13033893704414368,0.2838858962059021,0.9178826980371924
flow_matching,test_c03_side+1,1,3,6,1,0.10579854506067932,0.31277428381145,0.10629728436470032,0.311830997467041,1.0670192223778472
flow_matching,test_c03_side+1,1,4,1,1,0.20840975595638156,0.16601474303752184,0.20843160152435303,0.16620391607284546,0.19043021328966564
flow_matching,test_c03_side+1,1,4,2,1,0.18447113037109375,0.17472125869244337,0.1852632313966751,0.17388305068016052,1.1532635026663272
flow_matching,test_c03_side+1,1,4,3,1,0.1563891968689859,0.17713786428794265,0.1584305763244629,0.17443528771400452,3.3869086523322025
flow_matching,test_c03_side+1,1,4,4,1,0.1265447933692485,0.1733333063311875,0.1287829875946045,0.1664675772190094,7.221339877905386
flow_matching,test_c03_side+1,1,4,5,1,0.09369573625735939,0.15794317610561848,0.09639943391084671,0.14933744072914124,9.020457991223326
flow_matching,test_c03_side+1,1,4,6,1,0.06048618722707033,0.13359474809840322,0.059662289917469025,0.12651047110557556,7.132025468818482
flow_matching,test_c03_side+1,1,5,1,1,0.20968484552577138,0.17287217592820525,0.20979571342468262,0.17313773930072784,0.287776989758677
flow_matching,test_c03_side+1,1,5,2,1,0.18785164691507816,0.19332723505795002,0.18851330876350403,0.19311605393886566,0.6945457988643042
flow_matching,test_c03_side+1,1,5,3,1,0.1624355036765337,0.2102598208002746,0.16338105499744415,0.2083646059036255,2.117995940731768
flow_matching,test_c03_side+1,1,5,4,1,0.13512220466509461,0.21992819383740425,0.134821355342865,0.21713241934776306,2.8119148834227676
flow_matching,test_c03_side+1,1,5,5,1,0.10875596664845943,0.21802258491516113,0.10946431010961533,0.2101428061723709,7.91155253375031
flow_matching,test_c03_side+1,1,5,6,1,0.08097406709566712,0.20409191958606243,0.11073659360408783,0.18824119865894318,33.72022150096084
flow_matching,test_c03_side+1,1,6,1,1,0.20780527731403708,0.1650208397768438,0.2082841843366623,0.1656368523836136,0.7802714066394243
flow_matching,test_c03_side+1,1,6,2,1,0.18398233642801642,0.17138191359117627,0.18505235016345978,0.17083580791950226,1.201316277535589
flow_matching,test_c03_side+1,1,6,3,1,0.15583665436133742,0.17022892832756042,0.1589842438697815,0.16609005630016327,5.199767434495299
flow_matching,test_c03_side+1,1,6,4,1,0.1259910014923662,0.1615921901538968,0.13096700608730316,0.151082381606102,11.62827147258503
flow_matching,test_c03_side+1,1,6,5,1,0.09502260643057525,0.14180113840848207,0.098720982670784,0.12998536229133606,12.381056177267702
flow_matching,test_c03_side+1,1,6,6,1,0.06715696770697832,0.11410086508840322,0.07162216305732727,0.11968891322612762,7.152919089875336
flow_matching,test_c03_side+1,1,7,1,1,0.20880840625613928,0.17218114621937275,0.20938228070735931,0.1723681390285492,0.6035712024664491
flow_matching,test_c03_side+1,1,7,2,1,0.18639319017529488,0.19023530883714557,0.18721729516983032,0.19008563458919525,0.8375866656757139
flow_matching,test_c03_side+1,1,7,3,1,0.16051896894350648,0.20367571478709579,0.16135753691196442,0.2008410543203354,2.956094754830762
flow_matching,test_c03_side+1,1,7,4,1,0.13384325010702014,0.20786625845357776,0.13338299095630646,0.20208768546581268,5.796873662651606
flow_matching,test_c03_side+1,1,7,5,1,0.10717837023548782,0.19773706840351224,0.10841723531484604,0.1895851194858551,8.245547758696485
flow_matching,test_c03_side+1,1,7,6,1,0.08008085726760328,0.18288489570841193,0.1078476682305336,0.16125644743442535,35.19638569216476
flow_matching,test_c03_side+1,1,8,1,1,0.20773514220491052,0.16438692063093185,0.20806074142456055,0.16428744792938232,0.34045509276594826
flow_matching,test_c03_side+1,1,8,2,1,0.18494727928191423,0.17309749405831099,0.1846306324005127,0.1720873862504959,1.0585759448005119
flow_matching,test_c03_side+1,1,8,3,1,0.15710245119407773,0.17869673483073711,0.15793392062187195,0.17809176445007324,1.0282658074822066
flow_matching,test_c03_side+1,1,8,4,1,0.12640185188502073,0.17835815344005823,0.12839236855506897,0.17780567705631256,2.0657654194841717
flow_matching,test_c03_side+1,1,8,5,1,0.09165781503543258,0.17087964760139585,0.09576170146465302,0.16560667753219604,6.681773505186825
flow_matching,test_c03_side+1,1,8,6,1,0.05657786503434181,0.1544712595641613,0.05881534889340401,0.1476929783821106,7.138027024500997
flow_matching,test_c03_side+1,1,9,1,1,0.2106542233377695,0.17374717770144343,0.2105889618396759,0.17372867465019226,0.06783381191577803
flow_matching,test_c03_side+1,1,9,2,1,0.19228815473616123,0.19710782170295715,0.19188754260540009,0.19738541543483734,0.4873893303019216
flow_matching,test_c03_side+1,1,9,3,1,0.17127857636660337,0.22143252566456795,0.1712018847465515,0.22143954038619995,0.07701175823050321
flow_matching,test_c03_side+1,1,9,4,1,0.1487228092737496,0.24637576984241605,0.1485760360956192,0.24592015147209167,0.4786757411813684
flow_matching,test_c03_side+1,1,9,5,1,0.12473754724487662,0.2715450329706073,0.1240580677986145,0.27086329460144043,0.9625276733096855
flow_matching,test_c03_side+1,1,9,6,1,0.10032471944577992,0.2967931302264333,0.09769852459430695,0.2963063418865204,2.6709291053448614
flow_matching,test_c03_side+1,1,10,1,1,0.20482405740767717,0.1547998464666307,0.20574618875980377,0.15488314628601074,0.9258861109680697
flow_matching,test_c03_side+1,1,10,2,1,0.17793842824175954,0.15062341978773475,0.17917737364768982,0.15162654221057892,1.5941268186968403
flow_matching,test_c03_side+1,1,10,3,1,0.14571404363960028,0.1405609711073339,0.14818008244037628,0.14259588718414307,3.1972223580147148
flow_matching,test_c03_side+1,1,10,4,1,0.1089087591972202,0.12494053365662694,0.11286149173974991,0.12782970070838928,4.896057679987281
flow_matching,test_c03_side+1,1,10,5,1,0.0716266380622983,0.10492543410509825,0.07856298983097076,0.1147901639342308,12.05926492206483
flow_matching,test_c03_side+1,1,10,6,0,0.038110917899757624,0.0876366444863379,,,
flow_matching,test_c03_side+1,1,11,1,1,0.20367754297330976,0.15479369834065437,0.20490185916423798,0.15439027547836304,1.2890694865632037
flow_matching,test_c03_side+1,1,11,2,1,0.17796450527384877,0.15194993605837226,0.17723053693771362,0.15011879801750183,1.9727584857685416
flow_matching,test_c03_side+1,1,11,3,1,0.14602207578718662,0.14547876128926873,0.14517603814601898,0.14007604122161865,5.468561403117039
flow_matching,test_c03_side+1,1,11,4,1,0.11327229486778378,0.13724312325939536,0.10881751030683517,0.1243075579404831,13.68115329949606
flow_matching,test_c03_side+1,1,11,5,1,0.08533775759860873,0.1259693915490061,0.07834069430828094,0.11685258150100708,11.492394012569735
flow_matching,test_c03_side+1,1,11,6,0,0.06778272381052375,0.11491524567827582,,,
flow_matching,test_c03_side+1,1,12,1,1,0.20770479599013925,0.16359913581982255,0.20795758068561554,0.16372133791446686,0.28077295846021016
flow_matching,test_c03_side+1,1,12,2,1,0.1852793893776834,0.1626175637356937,0.18334956467151642,0.16246642172336578,1.9357343062577081
flow_matching,test_c03_side+1,1,12,3,1,0.15329237980768085,0.15395198483020067,0.15416328608989716,0.15525338053703308,1.5659209872039077
flow_matching,test_c03_side+1,1,12,4,1,0.11641572718508542,0.14230531407520175,0.1205996572971344,0.14228546619415283,4.183977189337001
flow_matching,test_c03_side+1,1,12,5,1,0.07413315633311868,0.13827894674614072,0.08327357470989227,0.13549752533435822,9.554242679165242
flow_matching,test_c03_side+1,1,12,6,1,0.042402115650475025,0.13867638842202723,0.04148060455918312,0.13394775986671448,4.817583492321972
flow_matching,test_c03_side+1,1,13,1,1,0.20787805831059813,0.16495402855798602,0.20827321708202362,0.1652827262878418,0.5139967434204615
flow_matching,test_c03_side+1,1,13,2,1,0.18679170217365026,0.18503080680966377,0.1865576058626175,0.1854196935892105,0.4539096938217836
flow_matching,test_c03_side+1,1,13,3,1,0.16203018510714173,0.20957476878538728,0.16298699378967285,0.20880329608917236,1.2290862361820036
flow_matching,test_c03_side+1,1,13,4,1,0.1392055549658835,0.23915116162970662,0.13946036994457245,0.23648343980312347,2.679863880385042
flow_matching,test_c03_side+1,1,13,5,1,0.11723037902265787,0.27390798833221197,0.11703874170780182,0.2692512273788452,4.660702461780466
flow_matching,test_c03_side+1,1,13,6,1,0.0926214144565165,0.2993579935282469,0.09020537883043289,0.2963649034500122,3.846533031566487
flow_matching,test_c03_side+1,1,14,1,1,0.20865525398403406,0.17051240196451545,0.20913347601890564,0.17080433666706085,0.5602875914983185
flow_matching,test_c03_side+1,1,14,2,1,0.18608295265585184,0.18615927919745445,0.18674106895923615,0.18566229939460754,0.8246853904477595
flow_matching,test_c03_side+1,1,14,3,1,0.1597745018079877,0.1959787206724286,0.16083477437496185,0.1930091679096222,3.1531605616221317
flow_matching,test_c03_side+1,1,14,4,1,0.1330450102686882,0.1971232765354216,0.1329682469367981,0.19058658182621002,6.537145426756058
flow_matching,test_c03_side+1,1,14,5,1,0.10477919550612569,0.18421778921037912,0.11000020802021027,0.17307712137699127,12.303391867534355
flow_matching,test_c03_side+1,1,14,6,1,0.07969803316518664,0.16332238912582397,0.10184899717569351,0.1404174417257309,31.86380112283846
flow_matching,test_c03_side+1,1,15,1,1,0.20492809871211648,0.1554877064190805,0.20601512491703033,0.15582312643527985,1.137599471447042
flow_matching,test_c03_side+1,1,15,2,1,0.1784995342604816,0.1528774998150766,0.1793695092201233,0.1516256332397461,1.5244757632816839
flow_matching,test_c03_side+1,1,15,3,1,0.14673691056668758,0.14265151508152485,0.14830149710178375,0.1416575014591217,1.8536434682341845
flow_matching,test_c03_side+1,1,15,4,1,0.1100043801125139,0.12636814918369055,0.11291418969631195,0.12596097588539124,2.9381596125484615
flow_matching,test_c03_side+1,1,15,5,1,0.06906180316582322,0.10670422553084791,0.07901462912559509,0.11249891668558121,11.516822051427782
flow_matching,test_c03_side+1,1,15,6,0,0.03332048887386918,0.08176074549555779,,,
flow_matching,test_c03_side+1,2,0,1,1,-0.12883198587223887,0.5969002097845078,-0.1290481835603714,0.5966495275497437,0.33103326597212435
flow_matching,test_c03_side+1,2,0,2,1,-0.14779571816325188,0.6345783080905676,-0.14801393449306488,0.634341835975647,0.32177232281861445
flow_matching,test_c03_side+1,2,0,3,1,-0.16445535840466619,0.6717549208551645,-0.16450653970241547,0.6720075011253357,0.2577136358810676
flow_matching,test_c03_side+1,2,0,4,1,-0.17410364979878068,0.7121739890426397,-0.17292927205562592,0.7114238142967224,1.3935297747193611
flow_matching,test_c03_side+1,2,0,5,1,-0.17478126753121614,0.7508910987526178,-0.1712217479944229,0.7507727742195129,3.5614856489879605
flow_matching,test_c03_side+1,2,0,6,1,-0.16882741171866655,0.7832943592220545,-0.16151966154575348,0.7871229648590088,8.249935376294129
flow_matching,test_c03_side+1,2,1,1,1,-0.12973430939018726,0.5960146710276604,-0.1299629658460617,0.5960142612457275,0.22865682306525123
flow_matching,test_c03_side+1,2,1,2,1,-0.14965654304251075,0.632624888792634,-0.15044641494750977,0.632793128490448,0.8075903802221267
flow_matching,test_c03_side+1,2,1,3,1,-0.16814957419410348,0.6689975336194038,-0.16858527064323425,0.6696593761444092,0.7923805422211033
flow_matching,test_c03_side+1,2,1,4,1,-0.1808498129248619,0.7090205550193787,-0.1787937581539154,0.7088103890419006,2.0667682403262275
flow_matching,test_c03_side+1,2,1,5,1,-0.18527059024199843,0.7483497448265553,-0.1938858926296234,0.7420530915260315,10.671048590331383
flow_matching,test_c03_side+1,2,1,6,1,-0.18739741668105125,0.7806520368903875,-0.21995118260383606,0.761459469795227,37.79024090235073
flow_matching,test_c03_side+1,2,2,1,1,-0.13093888945877552,0.5957075264304876,-0.1309208869934082,0.5953296422958374,0.3783127118927606
flow_matching,test_c03_side+1,2,2,2,1,-0.15293587744235992,0.6308018732815981,-0.15315495431423187,0.6309936046600342,0.29112814578154517
flow_matching,test_c03_side+1,2,2,3,1,-0.17528071254491806,0.6651624571532011,-0.1754423826932907,0.6649355888366699,0.2785793781322067
flow_matching,test_c03_side+1,2,2,4,1,-0.19925041403621435,0.6947536803781986,-0.20693697035312653,0.6798140406608582,16.801070885422728
flow_matching,test_c03_side+1,2,2,5,1,-0.22716973582282662,0.7136243414133787,-0.24211649596691132,0.6810520887374878,35.83793078829862
flow_matching,test_c03_side+1,2,2,6,1,-0.25382848735898733,0.7157144658267498,-0.26421767473220825,0.6714342832565308,45.48263166009442
flow_matching,test_c03_side+1,2,3,1,1,-0.12878216244280338,0.5969514157623053,-0.12878461182117462,0.5968287587165833,0.1226814995003574
flow_matching,test_c03_side+1,2,3,2,1,-0.14711919706314802,0.635005533695221,-0.14722579717636108,0.634800136089325,0.23141253346533464
flow_matching,test_c03_side+1,2,3,3,1,-0.1634023911319673,0.6727878488600254,-0.1630597561597824,0.6726939082145691,0.3552795646148167
flow_matching,test_c03_side+1,2,3,4,1,-0.17202397948130965,0.7123584020882845,-0.17090517282485962,0.7120000123977661,1.1748070074641035
flow_matching,test_c03_side+1,2,3,5,1,-0.1727880467660725,0.7510399464517832,-0.16878803074359894,0.750876784324646,4.003342361049982
flow_matching,test_c03_side+1,2,3,6,1,-0.16607000306248665,0.7848900202661753,-0.1580798327922821,0.7864174842834473,8.134861232431765
flow_matching,test_c03_side+1,2,4,1,1,-0.1325122001580894,0.5942863039672375,-0.1324378401041031,0.5940207242965698,0.2757933630470168
flow_matching,test_c03_side+1,2,4,2,1,-0.16226330865174532,0.6217543985694647,-0.16068728268146515,0.6246230602264404,3.2730837999049744
flow_matching,test_c03_side+1,2,4,3,1,-0.20049490593373775,0.6345143038779497,-0.19745762646198273,0.6287999749183655,6.471369410556591
flow_matching,test_c03_side+1,2,4,4,1,-0.24281947268173099,0.6291697714477777,-0.22293974459171295,0.6029191017150879,32.928729862352895
flow_matching,test_c03_side+1,2,4,5,1,-0.28971701860427856,0.6158475745469332,-0.24418394267559052,0.5686345100402832,65.59218294611608
flow_matching,test_c03_side+1,2,4,6,1,-0.3356397310271859,0.5991363991051912,-0.23690581321716309,0.5285927653312683,121.345748966108
flow_matching,test_c03_side+1,2,5,1,1,-0.12776680663228035,0.5996432062238455,-0.12680761516094208,0.5983597040176392,1.6023190044509161
flow_matching,test_c03_side+1,2,5,2,1,-0.1454060967080295,0.6372401621192694,-0.14470435678958893,0.637604296207428,0.7905899994890481
flow_matching,test_c03_side+1,2,5,3,1,-0.1704302942380309,0.6540900059044361,-0.17151789367198944,0.6539164781570435,1.1013557135921548
flow_matching,test_c03_side+1,2,5,4,1,-0.19350286619737744,0.6533477008342743,-0.1924344003200531,0.642524003982544,10.876306030503367
flow_matching,test_c03_side+1,2,5,5,1,-0.21825507283210754,0.6367090344429016,-0.2040240466594696,0.6218379139900208,20.583302199851158
flow_matching,test_c03_side+1,2,5,6,1,-0.24617510801181197,0.6198034211993217,-0.20434577763080597,0.5942577719688416,49.01298883694081
flow_matching,test_c03_side+1,2,6,1,1,-0.1360572432167828,0.5920654274523258,-0.1359376609325409,0.5905826091766357,1.487632334088303
flow_matching,test_c03_side+1,2,6,2,1,-0.17198918107897043,0.6136886086314917,-0.17193368077278137,0.6120259165763855,1.6636180914200938
flow_matching,test_c03_side+1,2,6,3,1,-0.2103234543465078,0.6273724269121885,-0.21529904007911682,0.6159166097640991,12.489683739510859
flow_matching,test_c03_side+1,2,6,4,1,-0.2540405187755823,0.6262035556137562,-0.2632230222225189,0.6124157309532166,16.565701869307784
flow_matching,test_c03_side+1,2,6,5,1,-0.2939456282183528,0.6100555993616581,-0.3153541684150696,0.603139340877533,22.498004906517185
flow_matching,test_c03_side+1,2,6,6,1,-0.32330678775906563,0.5979365110397339,-0.37162771821022034,0.5881328582763672,49.30541478549793
flow_matching,test_c03_side+1,2,7,1,1,-0.1310377330519259,0.5970010459423065,-0.13112835586071014,0.5949399471282959,2.0630901130556394
flow_matching,test_c03_side+1,2,7,2,1,-0.15764666255563498,0.6276489645242691,-0.15859483182430267,0.6258248686790466,2.055808992733451
flow_matching,test_c03_side+1,2,7,3,1,-0.18974763713777065,0.6470403485000134,-0.19200044870376587,0.6444152593612671,3.459227216914987
flow_matching,test_c03_side+1,2,7,4,1,-0.2196176927536726,0.6484398245811462,-0.21364493668079376,0.6262916922569275,22.9393456872077
flow_matching,test_c03_side+1,2,7,5,1,-0.24685582285746932,0.6396959871053696,-0.21206043660640717,0.5967186689376831,55.2970955950415
flow_matching,test_c03_side+1,2,7,6,1,-0.2719899616204202,0.6266944166272879,-0.21239089965820312,0.5617385506629944,88.15504925951463
flow_matching,test_c03_side+1,2,8,1,1,-0.13626617193222046,0.5925729125738144,-0.1340240240097046,0.5929743051528931,2.277793517635358
flow_matching,test_c03_side+1,2,8,2,1,-0.1723980405367911,0.610867653042078,-0.1701892763376236,0.609102189540863,2.8276316347159267
flow_matching,test_c03_side+1,2,8,3,1,-0.2150892112404108,0.6155205052345991,-0.21411019563674927,0.6051141023635864,10.45235343193263
flow_matching,test_c03_side+1,2,8,4,1,-0.2656206162646413,0.6097243018448353,-0.26231738924980164,0.5953532457351685,14.745798127560224
flow_matching,test_c03_side+1,2,8,5,1,-0.31844858452677727,0.5949120931327343,-0.31470638513565063,0.5798646807670593,15.505762644436958
flow_matching,test_c03_side+1,2,8,6,1,-0.36405369359999895,0.5839139763265848,-0.37123167514801025,0.5586949586868286,26.220645869580046
flow_matching,test_c03_side+1,2,9,1,1,-0.12876310665160418,0.5968637000769377,-0.1290481835603714,0.5966495275497437,0.356565162792091
flow_matching,test_c03_side+1,2,9,2,1,-0.148553307633847,0.633777305483818,-0.1486382633447647,0.6339643597602844,0.20544287566593974
flow_matching,test_c03_side+1,2,9,3,1,-0.1672371760942042,0.6702644657343626,-0.1668124496936798,0.6706871390342712,0.5992038332304389
flow_matching,test_c03_side+1,2,9,4,1,-0.18495512194931507,0.7060298509895802,-0.18370108306407928,0.7063460946083069,1.2932994827451187
flow_matching,test_c03_side+1,2,9,5,1,-0.20132600469514728,0.7407920658588409,-0.19940774142742157,0.7404917478561401,1.9416294360798885
flow_matching,test_c03_side+1,2,9,6,1,-0.21706118853762746,0.7739633806049824,-0.21412672102451324,0.7726438641548157,3.217487101416765
flow_matching,test_c03_side+1,2,10,1,1,-0.13918151753023267,0.5892389789223671,-0.13734447956085205,0.590212881565094,2.0792293905330643
flow_matching,test_c03_side+1,2,10,2,1,-0.17431736271828413,0.6094486601650715,-0.17244748771190643,0.6147662997245789,5.63681851972491
flow_matching,test_c03_side+1,2,10,3,1,-0.21517287008464336,0.6244220528751612,-0.21191003918647766,0.6334018111228943,9.554167868409877
flow_matching,test_c03_side+1,2,10,4,1,-0.2637750981375575,0.6321182884275913,-0.25562483072280884,0.6460983753204346,16.1823882187816
flow_matching,test_c03_side+1,2,10,5,1,-0.3078686771914363,0.6292425263673067,-0.3035445511341095,0.6528939604759216,24.043468999996776
flow_matching,test_c03_side+1,2,10,6,1,-0.35006762482225895,0.6178149022161961,-0.35563331842422485,0.65383380651474,36.44637721555643
flow_matching,test_c03_side+1,2,11,1,1,-0.11300429026596248,0.6103856209665537,-0.10759762674570084,0.6098925471305847,5.429100499073967
flow_matching,test_c03_side+1,2,11,2,1,-0.1063330746255815,0.6532641183584929,-0.10976919531822205,0.6517156958580017,3.768890772418294
flow_matching,test_c03_side+1,2,11,3,1,-0.10395538690499961,0.6735082045197487,-0.12273605912923813,0.6681155562400818,19.53955743261547
flow_matching,test_c03_side+1,2,11,4,1,-0.10668048250954598,0.6795329451560974,-0.13095250725746155,0.6729286313056946,25.154485619826307
flow_matching,test_c03_side+1,2,11,5,1,-0.11244421161245555,0.6793414577841759,-0.13867564499378204,0.6709821820259094,27.531174846738946
flow_matching,test_c03_side+1,2,11,6,1,-0.12487994972616434,0.6701535824686289,-0.15091027319431305,0.663266122341156,26.926099733603863
flow_matching,test_c03_side+1,2,12,1,1,-0.1282792966812849,0.5973489601165056,-0.12811961770057678,0.5972478985786438,0.18897304388452277
flow_matching,test_c03_side+1,2,12,2,1,-0.14135667262598872,0.637946417555213,-0.14102047681808472,0.6374000310897827,0.6415339358581111
flow_matching,test_c03_side+1,2,12,3,1,-0.1623175758868456,0.6715541332960129,-0.16299885511398315,0.670932412147522,0.9223223795452485
flow_matching,test_c03_side+1,2,12,4,1,-0.1930935182608664,0.686975572258234,-0.19039839506149292,0.6984167098999023,11.754289412610227
flow_matching,test_c03_side+1,2,12,5,1,-0.2333451989106834,0.6950806025415659,-0.22218647599220276,0.7199543118476868,27.262034256761346
flow_matching,test_c03_side+1,2,12,6,1,-0.28025047108531,0.6881682090461254,-0.258281409740448,0.7355296611785889,52.208685144044146
flow_matching,test_c03_side+1,2,13,1,1,-0.12145633180625737,0.6031948570162058,-0.12066535651683807,0.602069079875946,1.3758692081747232
flow_matching,test_c03_side+1,2,13,2,1,-0.13767804251983762,0.6401290949434042,-0.13688577711582184,0.6413642168045044,1.4673821868102053
flow_matching,test_c03_side+1,2,13,3,1,-0.14993924787268043,0.6820771116763353,-0.14888301491737366,0.6818311214447021,1.0844995389279881
flow_matching,test_c03_side+1,2,13,4,1,-0.15743421576917171,0.7237467709928751,-0.15458928048610687,0.7235342860221863,2.85285937746603
flow_matching,test_c03_side+1,2,13,5,1,-0.16470564622431993,0.7630815673619509,-0.15820471942424774,0.7636111974716187,6.522465585418109
flow_matching,test_c03_side+1,2,13,6,1,-0.16206270828843117,0.7957736011594534,-0.16998213529586792,0.7969670295715332,8.008844829366964
flow_matching,test_c03_side+1,2,14,1,1,-0.13089612545445561,0.5962978433817625,-0.1308114230632782,0.5952370166778564,1.0642028898623448
flow_matching,test_c03_side+1,2,14,2,1,-0.15791921643540263,0.6266543827950954,-0.15722300112247467,0.627341091632843,0.977898148988944
flow_matching,test_c03_side+1,2,14,3,1,-0.18997295992448926,0.6427666340023279,-0.19028331339359283,0.6421276926994324,0.7103275753696187
flow_matching,test_c03_side+1,2,14,4,1,-0.22456378722563386,0.639571588486433,-0.20984140038490295,0.6214157938957214,23.37480591380897
flow_matching,test_c03_side+1,2,14,5,1,-0.25580841675400734,0.6268836464732885,-0.2142602652311325,0.5903525948524475,55.32419567867497
flow_matching,test_c03_side+1,2,14,6,1,-0.280422190669924,0.6137204226106405,-0.2161857932806015,0.5534080266952515,88.11299478858723
flow_matching,test_c03_side+1,2,15,1,1,-0.13985964097082615,0.5879562627524137,-0.13924746215343475,0.588356614112854,0.7314670985554238
flow_matching,test_c03_side+1,2,15,2,1,-0.1751827080734074,0.6085961349308491,-0.1767338663339615,0.610537052154541,2.484602909623422
flow_matching,test_c03_side+1,2,15,3,1,-0.21678794315084815,0.6235193237662315,-0.21855846047401428,0.6268042922019958,3.7317220174604646
